song_name;song_prompt
empty-box-id-8bf28.mp3;
your-local-restaurant-id-a32af.mp3;
hard-cheese-id-41c60.mp3;
put-your-socks-on-id-d8528.mp3;
light-sabers-id-063a3.mp3;
famous-last-words-id-ca223.mp3;
stranger's-eye-id-12217.mp3;
the-one-you-love-id-1c82d.mp3;
"Melancholic trip hop song about the local music venue""";
there's-a-shark-in-my-house-id-cd181.mp3;
cheeseburgers-id-793d0.mp3;
mediocre-lawyer-id-3fecb.mp3;
playing-hooky-id-62fbe.mp3;
our-hotel-is-a-two-star-and-we're-proud-id-55525.mp3;
catch-22-id-e1bea.mp3;
"Bass boosted bluegrass song about late night food runs""";
beats-and-lies-id-0917d.mp3;
"Fast-paced background music song about backseat memories""";
baked-potato-id-16c79.mp3;
milkshake-stand-id-54e0a.mp3;
reboot-id-d6d0f.mp3;
astronaut-at-the-aquarium-id-26e76.mp3;
potato-boy-id-c0034.mp3;
underwater-cataclysm-id-4fcb1.mp3;
underground-id-e1be1.mp3;
mr.-duck-id-a1a38.mp3;
empty-beer-cans-id-4155f.mp3;
treehouse-id-d734d.mp3;
body-swap-id-dd976.mp3;
useless-superpowers-id-82a42.mp3;
"Harmonic death metal song about the side job hustle""";
too-many-biscuits-id-a1517.mp3;
fancy-ass-dudes-id-9f812.mp3;
liar-liar-id-cf78e.mp3;
cold-coffee-id-6425c.mp3;
meringue-id-7bcad.mp3;
goose-parade-id-70557.mp3;
"Expressive soft rock song about your teenage bedroom""";
pancakes-id-5be82.mp3;
bring-a-bigger-boat-id-edd5e.mp3;
"Underground speedcore song about bestie movie nights""";
ham-sandwich-id-a1632.mp3;
lemonade-rain-id-4a40a.mp3;
"Organic video game music song about your childhood playground""";
cardboard-boxes-id-a6389.mp3;
vanilla-ice-cream-id-19063.mp3;
mickey's-ice-cream-shop-id-f36a9.mp3;
pigeons-on-my-roof-id-267f4.mp3;
onions-in-the-morning-id-85774.mp3;
"Underground healing song about passing notes in class""";
pepperoni-thoughts-id-b1485.mp3;
space-guy-id-4f083.mp3;
swamp-sugar-id-7df74.mp3;
the-spirit-of-halloween-id-017b8.mp3;
"Piano-driven crazy song about overthinking everything""";
pretty-ghost-id-a73b6.mp3;
killing-time-id-d08e4.mp3;
airplane-thoughts-id-14aa1.mp3;
meet-me-in-the-stacks-id-7d399.mp3;
talk-to-myself-id-fa9d7.mp3;
say-goodbye-to-the-aliens-id-e6725.mp3;
dragon-tamer-id-71bcc.mp3;
smelly-glue-id-cac88.mp3;
the-trouble-with-tall-people-id-80d00.mp3;
strange-neighbors-id-ef30b.mp3;
evil-side-id-c6308.mp3;
sneeze-like-you-mean-it-id-bf67d.mp3;
the-most-american-dog-id-07bf3.mp3;
"Bittersweet crazy song about catching the last bus home""";
astrology-id-e63c7.mp3;
banana-dressed-in-pink-id-1cb75.mp3;
bubbles-id-fb12b.mp3;
apathy-in-the-pantry-id-13e12.mp3;
poorly-dressed-id-5e8b6.mp3;
so-you-were-in-a-band-id-55669.mp3;
breadman-id-2f136.mp3;
seven-wonders-id-054af.mp3;
olive-branch-id-0291c.mp3;
"Fast experimental hip hop song about splitting tabs""";
sticky-and-sweet-id-e70e9.mp3;
karaoke-friday-id-5db84.mp3;
woodpecker-in-the-trees-id-52a96.mp3;
bigger-than-a-king-id-f1e9b.mp3;
all-you-can-eat-id-a487f.mp3;
"Nostalgic man voice song about the local music venue""";
here-in-the-toilet-id-e818f.mp3;
chicken-bone-id-535b1.mp3;
"Emotive underground hip hop song about pizza at 2am""";
ode-to-butterflies-id-6644c.mp3;
burned-toast-id-f46b8.mp3;
wet-toothbrushes-id-fd045.mp3;
cosmic-disco-id-14ae2.mp3;
twinkie-in-my-backpack-id-d9734.mp3;
garbage-love-id-a281a.mp3;
washing-machine-id-c1599.mp3;
molecular-gastronomy-id-5a5cf.mp3;
"Modern powerful vocals song about grandma's cooking""";
ketchup-id-2f44c.mp3;
"Vibrant tambourine song about catching the last bus home""";
chicken-feathers-id-7fa80.mp3;
proud-of-you-id-6171a.mp3;
"Inspirational love guitar instrumental energic song about freestyle moments""";
in-my-country-id-d4b9a.mp3;
flamethrower-id-2f30b.mp3;
there's-a-bug-in-my-soup-id-433e6.mp3;
do-we-even-exist-id-dcef4.mp3;
swear-to-god-id-90e7c.mp3;
the-way-you-feel-id-2a5cc.mp3;
purple-milk-id-45c29.mp3;
world's-worst-lover-id-0bace.mp3;
"Abstract bass house song about corner store at midnight""";
donut-dream-id-b77e2.mp3;
get-off-my-lawn-id-fd2b2.mp3;
sweat-id-a65f8.mp3;
back-in-the-woods-id-f6ea0.mp3;
back-in-the-woods-id-22565.mp3;
a-fire-hydrant-has-drowned-id-7decb.mp3;
pick-up-your-feelings-id-55dbb.mp3;
breakfast-in-bed-id-f2eb8.mp3;
is-this-real-life-id-905b2.mp3;
"Rhythmic french urban pop song about that one diner""";
rain-check-id-21b07.mp3;
skyscraper-id-796e2.mp3;
"Infectious dembow song about corner store at midnight""";
coconut-beach-id-9cefd.mp3;
"Melancholy meditation song about my best friend's couch""";
disco-shark-id-5acec.mp3;
riding-my-bicycle-id-436ce.mp3;
i-want-my-money-back-id-3a332.mp3;
"Brutal ambient guitar song about corner store at midnight""";
the-joy-of-goodbyes-id-14e92.mp3;
"Celebratory singer songwriter song about corner store at midnight""";
new-york-weather-id-e1917.mp3;
happy-ghost-id-f3be2.mp3;
bury-me-at-makeout-creek-id-7659a.mp3;
"Acappella rap rock song about catching the last bus home""";
in-my-parents'-basement-id-0bccb.mp3;
"Instrumental poetry song about singing while driving""";
sleeping-in-the-movie-theater-id-98b23.mp3;
rollercoaster-id-f7631.mp3;
rollercoaster-id-e2258.mp3;
more-blood-id-51e99.mp3;
"Acappella orchestral soundtrack song about that one cafe""";
broken-elevator-id-c9b41.mp3;
there's-a-spider-on-the-ceiling-id-d0b8d.mp3;
maniacal-clowns-id-bc0df.mp3;
darts-id-4a36a.mp3;
unplug-the-vacuum-id-560e3.mp3;
just-to-see-id-49700.mp3;
"Symphonic rap metal song about mall food court vibes""";
jealous-of-the-moon-id-bc753.mp3;
lunch-in-paris-id-bcef7.mp3;
"Minimalistic male vocalist song about the sunday feels""";
paper-airplanes-id-1380b.mp3;
"Experimental electronic pop song about street games""";
mr.-black-id-62e9f.mp3;
you-might-die-id-8f2c6.mp3;
vitamin-k-id-c86cc.mp3;
the-glories-of-bacon-id-a9b4f.mp3;
nobody's-fool-id-c6283.mp3;
cowboy-boot-id-2b124.mp3;
"Bittersweet vocal trance song about shower thoughts""";
stuck-in-a-drainpipe-id-315c8.mp3;
chin-chin-id-977c7.mp3;
"Rebellious new age song about cruising in my old car""";
smoothie-with-the-devil-id-cfcc1.mp3;
smash-the-guitar-id-d0540.mp3;
head-in-the-clouds-id-27af8.mp3;
backseat-moonlight-id-6c32e.mp3;
the-gods-made-a-mockery-of-me-id-bde31.mp3;
frogs-id-f2fb2.mp3;
butterflies-in-a-hurricane-id-7fa68.mp3;
sleeping-on-the-couch-id-ed648.mp3;
mirrors-and-mazes-id-d0536.mp3;
"A cappella chanson song about a perfect first date spot""";
star-maker-id-e1561.mp3;
out-of-milk-id-48405.mp3;
can-you-eat-flowers-id-a4ffe.mp3;
a-house-without-a-roof-id-25644.mp3;
superstore-id-8c53d.mp3;
stop-lying-id-07b97.mp3;
cherry-bomb-id-956c2.mp3;
walking-past-id-ca295.mp3;
orange-id-d7bd0.mp3;
drifting-satellites-id-27ba5.mp3;
broken-tooth-id-78221.mp3;
no-stomach-for-change-id-84596.mp3;
"Laid-back mandolin song about the local diner booth""";
tennis-elbow-id-20c0c.mp3;
all-you-need-is-a-better-song-id-b5c89.mp3;
missus-ego-id-687c5.mp3;
candyland-id-b0374.mp3;
prank-call-id-e2cd5.mp3;
sushi-id-b2b1e.mp3;
delorean-id-5cb9c.mp3;
"Studio-quality modern rock song about a BBQ with friends""";
flawless-humans-id-58ccb.mp3;
"Percussive experimental ambient song about movie marathons""";
velcro-id-5f3ef.mp3;
my-collection-of-teeth-id-20077.mp3;
duck-dynasty-id-b8afd.mp3;
vultures-id-cdcbb.mp3;
fly-over-the-earth-id-0d218.mp3;
alien-mind-id-6e113.mp3;
i'm-allergic-to-morning-id-01ad7.mp3;
cherry-red-id-bd42a.mp3;
hardest-decision-id-4cb34.mp3;
"Hard-hitting melodic rap song about overthinking everything""";
people-are-exhausting-id-e1721.mp3;
"Groovy classical guitar song about profile stalking""";
firelight-id-ff5b8.mp3;
sand-id-8b9f7.mp3;
we-can-make-this-work-id-75c1f.mp3;
pants-on-fire-id-93cf9.mp3;
"Heroic underground hip hop song about the local music venue""";
coyote-ugly-id-ddc01.mp3;
crabs-id-ec5ad.mp3;
deep-fried-ice-cream-id-eb59f.mp3;
kitten-goes-to-space-id-999d4.mp3;
too-much-fruit-id-7b75a.mp3;
"Quirky viking metal song about invisible boundaries""";
onlyfans-id-e0b02.mp3;
"Smooth aggressive phonk song about your front steps""";
hot-dog-id-76219.mp3;
unwanted-gift-id-0893e.mp3;
curiosity-id-19810.mp3;
unbreakable-soul-id-05972.mp3;
"Percussive hardcore hip hop song about holding hands for the first time""";
sweaty-palms-id-e5765.mp3;
"Abstract dark jazz song about embracing your main character energy""";
human-parasite-id-a9eb7.mp3;
scared-of-the-dark-id-8a87a.mp3;
"Psychedelic lo-fi beats song about your childhood playground""";
yard-sale-id-95378.mp3;
